,SourceFile,FileName,FileSize,Model,DateTimeOriginal,ImageSize,FocalLength,ShutterSpeed,Aperture,ISO,WhiteBalance,Flash,Event,Round,Batch
9,./30_17_DON_0005.JPG,30_17_DON_0005.JPG,834 kB,BTC5HDP,9/21/19 3:06,2000x1111,42.0 mm,20-Jan,2.4,200,Unknown (288),"Auto, Fired",12,4,1
11,./30_17_DON_0006.JPG,30_17_DON_0006.JPG,780 kB,BTC5HDP,9/21/19 3:06,2000x1111,42.0 mm,20-Jan,2.4,200,Unknown (288),"Auto, Fired",12,4,1
1766,./15_06_SH_000007.JPG,15_06_SH_000007.JPG,852 kB,,9/21/19 3:47,2000x1500,,0,2.8,100,,No Flash,13,4,1
2133,./15_06_SH_000008.JPG,15_06_SH_000008.JPG,850 kB,,9/21/19 3:47,2000x1500,,0,2.8,100,,No Flash,13,4,1
2136,./15_06_SH_000009.JPG,15_06_SH_000009.JPG,850 kB,,9/21/19 3:47,2000x1500,,0,2.8,100,,No Flash,13,4,1
2139,./15_06_SH_000010.JPG,15_06_SH_000010.JPG,802 kB,,9/21/19 3:48,2000x1500,,0,2.8,100,,No Flash,14,4,1
2142,./15_06_SH_000011.JPG,15_06_SH_000011.JPG,803 kB,,9/21/19 3:48,2000x1500,,0,2.8,100,,No Flash,14,4,1
2146,./15_06_SH_000012.JPG,15_06_SH_000012.JPG,804 kB,,9/21/19 3:48,2000x1500,,0,2.8,100,,No Flash,14,4,1
13,./30_17_DON_0007.JPG,30_17_DON_0007.JPG,791 kB,BTC5HDP,9/21/19 4:39,2000x1111,42.0 mm,20-Jan,2.4,200,Unknown (288),"Auto, Fired",15,4,1
15,./30_17_DON_0008.JPG,30_17_DON_0008.JPG,765 kB,BTC5HDP,9/21/19 4:39,2000x1111,42.0 mm,20-Jan,2.4,200,Unknown (288),"Auto, Fired",15,4,1
17,./30_17_DON_0009.JPG,30_17_DON_0009.JPG,783 kB,BTC5HDP,9/21/19 4:39,2000x1111,42.0 mm,20-Jan,2.4,200,Unknown (288),"Auto, Fired",15,4,1
2150,./15_06_SH_000013.JPG,15_06_SH_000013.JPG,866 kB,,9/21/19 7:25,2000x1500,,0,2.8,100,,No Flash,16,4,1
2152,./15_06_SH_000014.JPG,15_06_SH_000014.JPG,866 kB,,9/21/19 7:25,2000x1500,,0,2.8,100,,No Flash,16,4,1
2157,./15_06_SH_000015.JPG,15_06_SH_000015.JPG,866 kB,,9/21/19 7:25,2000x1500,,0,2.8,100,,No Flash,16,4,1
1624,./02_07_SH_000007.JPG,02_07_SH_000007.JPG,745 kB,,9/21/19 7:36,2000x1500,,0,2.8,100,,No Flash,17,4,1
1631,./02_07_SH_000008.JPG,02_07_SH_000008.JPG,745 kB,,9/21/19 7:36,2000x1500,,0,2.8,100,,No Flash,17,4,1
1636,./02_07_SH_000009.JPG,02_07_SH_000009.JPG,742 kB,,9/21/19 7:36,2000x1500,,0,2.8,100,,No Flash,17,4,1
19,./30_17_DON_0010.JPG,30_17_DON_0010.JPG,847 kB,BTC5HDP,9/21/19 10:31,2000x1111,42.0 mm,Jan-95,2.4,100,Unknown (288),"Auto, Did not fire",18,4,1
21,./30_17_DON_0011.JPG,30_17_DON_0011.JPG,843 kB,BTC5HDP,9/21/19 10:31,2000x1111,42.0 mm,1/103,2.4,100,Unknown (288),"Auto, Did not fire",18,4,1
23,./30_17_DON_0012.JPG,30_17_DON_0012.JPG,839 kB,BTC5HDP,9/21/19 10:31,2000x1111,42.0 mm,1/108,2.4,100,Unknown (288),"Auto, Did not fire",18,4,1
1686,./23_24_SH_0004.JPG,23_24_SH_0004.JPG,801 kB,BTC5HDP,9/22/19 2:53,2000x1111,42.0 mm,20-Jan,2.4,100,Unknown (288),"Auto, Fired",19,4,1
1688,./23_24_SH_0005.JPG,23_24_SH_0005.JPG,871 kB,BTC5HDP,9/22/19 2:53,2000x1111,42.0 mm,29-Jan,2.4,100,Unknown (288),"Auto, Fired",19,4,1
1845,./23_24_SH_0006.JPG,23_24_SH_0006.JPG,851 kB,BTC5HDP,9/22/19 2:53,2000x1111,42.0 mm,Jan-38,2.4,100,Unknown (288),"Auto, Fired",19,4,1
1848,./23_24_SH_0007.JPG,23_24_SH_0007.JPG,862 kB,BTC5HDP,9/22/19 3:15,2000x1111,42.0 mm,Jan-33,2.4,100,Unknown (288),"Auto, Fired",20,4,1
1850,./23_24_SH_0008.JPG,23_24_SH_0008.JPG,852 kB,BTC5HDP,9/22/19 3:15,2000x1111,42.0 mm,Jan-38,2.4,100,Unknown (288),"Auto, Fired",20,4,1
1853,./23_24_SH_0009.JPG,23_24_SH_0009.JPG,855 kB,BTC5HDP,9/22/19 3:15,2000x1111,42.0 mm,Jan-38,2.4,100,Unknown (288),"Auto, Fired",20,4,1
1856,./23_24_SH_0010.JPG,23_24_SH_0010.JPG,876 kB,BTC5HDP,9/22/19 10:55,2000x1111,42.0 mm,Jan-41,2.4,100,Unknown (288),"Auto, Did not fire",21,4,1
1859,./23_24_SH_0011.JPG,23_24_SH_0011.JPG,876 kB,BTC5HDP,9/22/19 10:55,2000x1111,42.0 mm,Jan-41,2.4,100,Unknown (288),"Auto, Did not fire",21,4,1
1862,./23_24_SH_0012.JPG,23_24_SH_0012.JPG,875 kB,BTC5HDP,9/22/19 10:55,2000x1111,42.0 mm,Jan-41,2.4,100,Unknown (288),"Auto, Did not fire",21,4,1
25,./30_17_DON_0013.JPG,30_17_DON_0013.JPG,842 kB,BTC5HDP,9/22/19 15:19,2000x1111,42.0 mm,Jan-52,2.4,100,Unknown (288),"Auto, Did not fire",22,4,1
27,./30_17_DON_0014.JPG,30_17_DON_0014.JPG,839 kB,BTC5HDP,9/22/19 15:19,2000x1111,42.0 mm,Jan-52,2.4,100,Unknown (288),"Auto, Did not fire",22,4,1
29,./30_17_DON_0015.JPG,30_17_DON_0015.JPG,840 kB,BTC5HDP,9/22/19 15:19,2000x1111,42.0 mm,Jan-52,2.4,100,Unknown (288),"Auto, Did not fire",22,4,1
1643,./02_07_SH_000010.JPG,02_07_SH_000010.JPG,874 kB,,9/22/19 16:19,2000x1500,,0,2.8,100,,No Flash,23,4,1
1648,./02_07_SH_000011.JPG,02_07_SH_000011.JPG,876 kB,,9/22/19 16:19,2000x1500,,0,2.8,100,,No Flash,23,4,1
1822,./02_07_SH_000012.JPG,02_07_SH_000012.JPG,876 kB,,9/22/19 16:19,2000x1500,,0,2.8,100,,No Flash,23,4,1
2160,./15_06_SH_000016.JPG,15_06_SH_000016.JPG,869 kB,,9/22/19 21:45,2000x1500,,0,2.8,100,,No Flash,24,4,1
2162,./15_06_SH_000017.JPG,15_06_SH_000017.JPG,865 kB,,9/22/19 21:45,2000x1500,,0,2.8,100,,No Flash,24,4,1
2165,./15_06_SH_000018.JPG,15_06_SH_000018.JPG,863 kB,,9/22/19 21:45,2000x1500,,0,2.8,100,,No Flash,24,4,1
31,./30_17_DON_0016.JPG,30_17_DON_0016.JPG,855 kB,BTC5HDP,9/23/19 3:46,2000x1111,42.0 mm,20-Jan,2.4,200,Unknown (288),"Auto, Fired",25,4,1
33,./30_17_DON_0017.JPG,30_17_DON_0017.JPG,779 kB,BTC5HDP,9/23/19 3:46,2000x1111,42.0 mm,20-Jan,2.4,200,Unknown (288),"Auto, Fired",25,4,1
35,./30_17_DON_0018.JPG,30_17_DON_0018.JPG,800 kB,BTC5HDP,9/23/19 3:46,2000x1111,42.0 mm,20-Jan,2.4,200,Unknown (288),"Auto, Fired",25,4,1
37,./30_17_DON_0019.JPG,30_17_DON_0019.JPG,778 kB,BTC5HDP,9/23/19 3:50,2000x1111,42.0 mm,20-Jan,2.4,200,Unknown (288),"Auto, Fired",26,4,1
39,./30_17_DON_0020.JPG,30_17_DON_0020.JPG,763 kB,BTC5HDP,9/23/19 3:50,2000x1111,42.0 mm,20-Jan,2.4,200,Unknown (288),"Auto, Fired",26,4,1
41,./30_17_DON_0021.JPG,30_17_DON_0021.JPG,868 kB,BTC5HDP,9/23/19 3:50,2000x1111,42.0 mm,20-Jan,2.4,100,Unknown (288),"Auto, Fired",26,4,1
856,./28_01_SH_0013.JPG,28_01_SH_0013.JPG,861 kB,BTC5HDP,9/23/19 8:20,2000x1111,42.0 mm,30-Jan,2.4,100,Unknown (288),"Auto, Fired",27,4,1
888,./28_01_SH_0014.JPG,28_01_SH_0014.JPG,824 kB,BTC5HDP,9/23/19 8:20,2000x1111,42.0 mm,Jan-83,2.4,100,Unknown (288),"Auto, Fired",27,4,1
920,./28_01_SH_0015.JPG,28_01_SH_0015.JPG,816 kB,BTC5HDP,9/23/19 8:20,2000x1111,42.0 mm,Jan-87,2.4,100,Unknown (288),"Auto, Fired",27,4,1
950,./28_01_SH_0016.JPG,28_01_SH_0016.JPG,736 kB,BTC5HDP,9/23/19 8:21,2000x1111,42.0 mm,Jan-38,2.4,100,Unknown (288),"Auto, Fired",28,4,1
966,./28_01_SH_0017.JPG,28_01_SH_0017.JPG,750 kB,BTC5HDP,9/23/19 8:21,2000x1111,42.0 mm,Jan-36,2.4,100,Unknown (288),"Auto, Fired",28,4,1
984,./28_01_SH_0018.JPG,28_01_SH_0018.JPG,735 kB,BTC5HDP,9/23/19 8:21,2000x1111,42.0 mm,Jan-38,2.4,100,Unknown (288),"Auto, Fired",28,4,1
1000,./28_01_SH_0019.JPG,28_01_SH_0019.JPG,827 kB,BTC5HDP,9/23/19 17:57,2000x1111,42.0 mm,15-Jan,2.4,400,Unknown (288),"Auto, Did not fire",29,4,1
1016,./28_01_SH_0020.JPG,28_01_SH_0020.JPG,825 kB,BTC5HDP,9/23/19 17:57,2000x1111,42.0 mm,15-Jan,2.4,400,Unknown (288),"Auto, Did not fire",29,4,1
1034,./28_01_SH_0021.JPG,28_01_SH_0021.JPG,827 kB,BTC5HDP,9/23/19 17:57,2000x1111,42.0 mm,15-Jan,2.4,400,Unknown (288),"Auto, Did not fire",29,4,1
1050,./28_01_SH_0022.JPG,28_01_SH_0022.JPG,860 kB,BTC5HDP,9/23/19 17:58,2000x1111,42.0 mm,15-Jan,2.4,400,Unknown (288),"Auto, Did not fire",30,4,1
1066,./28_01_SH_0023.JPG,28_01_SH_0023.JPG,837 kB,BTC5HDP,9/23/19 17:58,2000x1111,42.0 mm,15-Jan,2.4,400,Unknown (288),"Auto, Did not fire",30,4,1
1082,./28_01_SH_0024.JPG,28_01_SH_0024.JPG,878 kB,BTC5HDP,9/23/19 17:58,2000x1111,42.0 mm,15-Jan,2.4,400,Unknown (288),"Auto, Did not fire",30,4,1
1825,./02_07_SH_000013.JPG,02_07_SH_000013.JPG,867 kB,,9/23/19 21:07,2000x1500,,0,2.8,100,,No Flash,31,4,1
1828,./02_07_SH_000014.JPG,02_07_SH_000014.JPG,865 kB,,9/23/19 21:07,2000x1500,,0,2.8,100,,No Flash,31,4,1
1832,./02_07_SH_000015.JPG,02_07_SH_000015.JPG,862 kB,,9/23/19 21:07,2000x1500,,0,2.8,100,,No Flash,31,4,1
43,./30_17_DON_0022.JPG,30_17_DON_0022.JPG,789 kB,BTC5HDP,9/23/19 21:55,2000x1111,42.0 mm,20-Jan,2.4,200,Unknown (288),"Auto, Fired",32,4,1
45,./30_17_DON_0023.JPG,30_17_DON_0023.JPG,682 kB,BTC5HDP,9/23/19 21:55,2000x1111,42.0 mm,Jan-52,2.4,100,Unknown (288),"Auto, Fired",32,4,1
47,./30_17_DON_0024.JPG,30_17_DON_0024.JPG,751 kB,BTC5HDP,9/23/19 21:56,2000x1111,42.0 mm,24-Jan,2.4,100,Unknown (288),"Auto, Fired",32,4,1
49,./30_17_DON_0025.JPG,30_17_DON_0025.JPG,736 kB,BTC5HDP,9/24/19 1:38,2000x1111,42.0 mm,20-Jan,2.4,200,Unknown (288),"Auto, Fired",33,4,1
51,./30_17_DON_0026.JPG,30_17_DON_0026.JPG,722 kB,BTC5HDP,9/24/19 1:38,2000x1111,42.0 mm,20-Jan,2.4,200,Unknown (288),"Auto, Fired",33,4,1
53,./30_17_DON_0027.JPG,30_17_DON_0027.JPG,824 kB,BTC5HDP,9/24/19 1:38,2000x1111,42.0 mm,20-Jan,2.4,100,Unknown (288),"Auto, Fired",33,4,1
1098,./28_01_SH_0025.JPG,28_01_SH_0025.JPG,840 kB,BTC5HDP,9/24/19 8:06,2000x1111,42.0 mm,15-Jan,2.4,200,Unknown (288),"Auto, Did not fire",34,4,1
1114,./28_01_SH_0026.JPG,28_01_SH_0026.JPG,835 kB,BTC5HDP,9/24/19 8:06,2000x1111,42.0 mm,15-Jan,2.4,200,Unknown (288),"Auto, Did not fire",34,4,1
1130,./28_01_SH_0027.JPG,28_01_SH_0027.JPG,878 kB,BTC5HDP,9/24/19 8:06,2000x1111,42.0 mm,15-Jan,2.4,200,Unknown (288),"Auto, Did not fire",34,4,1
1146,./28_01_SH_0028.JPG,28_01_SH_0028.JPG,841 kB,BTC5HDP,9/24/19 9:28,2000x1111,42.0 mm,15-Jan,2.4,200,Unknown (288),"Auto, Did not fire",35,4,1
1162,./28_01_SH_0029.JPG,28_01_SH_0029.JPG,838 kB,BTC5HDP,9/24/19 9:28,2000x1111,42.0 mm,15-Jan,2.4,200,Unknown (288),"Auto, Did not fire",35,4,1
1178,./28_01_SH_0030.JPG,28_01_SH_0030.JPG,838 kB,BTC5HDP,9/24/19 9:28,2000x1111,42.0 mm,15-Jan,2.4,200,Unknown (288),"Auto, Did not fire",35,4,1
1865,./23_24_SH_0013.JPG,23_24_SH_0013.JPG,869 kB,BTC5HDP,9/24/19 9:38,2000x1111,42.0 mm,Jan-40,2.4,200,Unknown (288),"Auto, Did not fire",36,4,1
1869,./23_24_SH_0014.JPG,23_24_SH_0014.JPG,874 kB,BTC5HDP,9/24/19 9:38,2000x1111,42.0 mm,Jan-40,2.4,200,Unknown (288),"Auto, Did not fire",36,4,1
1870,./23_24_SH_0015.JPG,23_24_SH_0015.JPG,873 kB,BTC5HDP,9/24/19 9:38,2000x1111,42.0 mm,Jan-40,2.4,200,Unknown (288),"Auto, Did not fire",36,4,1
1194,./28_01_SH_0031.JPG,28_01_SH_0031.JPG,849 kB,BTC5HDP,9/24/19 10:44,2000x1111,42.0 mm,15-Jan,2.4,200,Unknown (288),"Auto, Did not fire",37,4,1
1210,./28_01_SH_0032.JPG,28_01_SH_0032.JPG,845 kB,BTC5HDP,9/24/19 10:44,2000x1111,42.0 mm,15-Jan,2.4,200,Unknown (288),"Auto, Did not fire",37,4,1
1226,./28_01_SH_0033.JPG,28_01_SH_0033.JPG,845 kB,BTC5HDP,9/24/19 10:44,2000x1111,42.0 mm,15-Jan,2.4,200,Unknown (288),"Auto, Did not fire",37,4,1
1242,./28_01_SH_0034.JPG,28_01_SH_0034.JPG,834 kB,BTC5HDP,9/24/19 12:46,2000x1111,42.0 mm,Jan-47,2.4,100,Unknown (288),"Auto, Did not fire",38,4,1
1348,./28_01_SH_0035.JPG,28_01_SH_0035.JPG,834 kB,BTC5HDP,9/24/19 12:47,2000x1111,42.0 mm,Jan-47,2.4,100,Unknown (288),"Auto, Did not fire",38,4,1
1352,./28_01_SH_0036.JPG,28_01_SH_0036.JPG,832 kB,BTC5HDP,9/24/19 12:47,2000x1111,42.0 mm,Jan-47,2.4,100,Unknown (288),"Auto, Did not fire",38,4,1
1356,./28_01_SH_0037.JPG,28_01_SH_0037.JPG,848 kB,BTC5HDP,9/24/19 14:39,2000x1111,42.0 mm,Jan-40,2.4,200,Unknown (288),"Auto, Did not fire",39,4,1
1360,./28_01_SH_0038.JPG,28_01_SH_0038.JPG,848 kB,BTC5HDP,9/24/19 14:39,2000x1111,42.0 mm,Jan-40,2.4,200,Unknown (288),"Auto, Did not fire",39,4,1
1364,./28_01_SH_0039.JPG,28_01_SH_0039.JPG,848 kB,BTC5HDP,9/24/19 14:39,2000x1111,42.0 mm,Jan-40,2.4,200,Unknown (288),"Auto, Did not fire",39,4,1
1368,./28_01_SH_0040.JPG,28_01_SH_0040.JPG,841 kB,BTC5HDP,9/24/19 16:15,2000x1111,42.0 mm,Jan-40,2.4,200,Unknown (288),"Auto, Did not fire",40,4,1
1372,./28_01_SH_0041.JPG,28_01_SH_0041.JPG,840 kB,BTC5HDP,9/24/19 16:15,2000x1111,42.0 mm,Jan-40,2.4,200,Unknown (288),"Auto, Did not fire",40,4,1
1376,./28_01_SH_0042.JPG,28_01_SH_0042.JPG,839 kB,BTC5HDP,9/24/19 16:15,2000x1111,42.0 mm,Jan-40,2.4,200,Unknown (288),"Auto, Did not fire",40,4,1
1380,./28_01_SH_0043.JPG,28_01_SH_0043.JPG,847 kB,BTC5HDP,9/24/19 16:35,2000x1111,42.0 mm,Jan-40,2.4,200,Unknown (288),"Auto, Did not fire",41,4,1
1384,./28_01_SH_0044.JPG,28_01_SH_0044.JPG,848 kB,BTC5HDP,9/24/19 16:35,2000x1111,42.0 mm,Jan-40,2.4,200,Unknown (288),"Auto, Did not fire",41,4,1
1388,./28_01_SH_0045.JPG,28_01_SH_0045.JPG,847 kB,BTC5HDP,9/24/19 16:36,2000x1111,42.0 mm,Jan-40,2.4,200,Unknown (288),"Auto, Did not fire",41,4,1
385,./14_25_DON_000004.JPG,14_25_DON_000004.JPG,722 kB,,9/24/19 17:44,2000x1500,,0,2.8,100,,No Flash,42,4,1
387,./14_25_DON_000005.JPG,14_25_DON_000005.JPG,721 kB,,9/24/19 17:44,2000x1500,,0,2.8,100,,No Flash,42,4,1
389,./14_25_DON_000006.JPG,14_25_DON_000006.JPG,721 kB,,9/24/19 17:44,2000x1500,,0,2.8,100,,No Flash,42,4,1
1833,./02_07_SH_000016.JPG,02_07_SH_000016.JPG,837 kB,,9/24/19 18:18,2000x1500,,0,2.8,100,,No Flash,43,4,1
1836,./02_07_SH_000017.JPG,02_07_SH_000017.JPG,836 kB,,9/24/19 18:18,2000x1500,,0,2.8,100,,No Flash,43,4,1
1839,./02_07_SH_000018.JPG,02_07_SH_000018.JPG,834 kB,,9/24/19 18:18,2000x1500,,0,2.8,100,,No Flash,43,4,1
1392,./28_01_SH_0046.JPG,28_01_SH_0046.JPG,864 kB,BTC5HDP,9/25/19 12:45,2000x1111,42.0 mm,Jan-60,2.4,100,Unknown (288),"Auto, Did not fire",44,4,1
1396,./28_01_SH_0047.JPG,28_01_SH_0047.JPG,859 kB,BTC5HDP,9/25/19 12:45,2000x1111,42.0 mm,Jan-67,2.4,100,Unknown (288),"Auto, Did not fire",44,4,1
1400,./28_01_SH_0048.JPG,28_01_SH_0048.JPG,857 kB,BTC5HDP,9/25/19 12:45,2000x1111,42.0 mm,Jan-67,2.4,100,Unknown (288),"Auto, Did not fire",44,4,1
1873,./23_24_SH_0016.JPG,23_24_SH_0016.JPG,855 kB,BTC5HDP,9/25/19 12:59,2000x1111,42.0 mm,Jan-79,2.4,100,Unknown (288),"Auto, Did not fire",45,4,1
1876,./23_24_SH_0017.JPG,23_24_SH_0017.JPG,850 kB,BTC5HDP,9/25/19 13:00,2000x1111,42.0 mm,Jan-87,2.4,100,Unknown (288),"Auto, Did not fire",45,4,1
1878,./23_24_SH_0018.JPG,23_24_SH_0018.JPG,850 kB,BTC5HDP,9/25/19 13:00,2000x1111,42.0 mm,Jan-87,2.4,100,Unknown (288),"Auto, Did not fire",45,4,1
1404,./28_01_SH_0049.JPG,28_01_SH_0049.JPG,870 kB,BTC5HDP,9/25/19 15:13,2000x1111,42.0 mm,Jan-50,2.4,100,Unknown (288),"Auto, Did not fire",46,4,1
1408,./28_01_SH_0050.JPG,28_01_SH_0050.JPG,870 kB,BTC5HDP,9/25/19 15:13,2000x1111,42.0 mm,Jan-52,2.4,100,Unknown (288),"Auto, Did not fire",46,4,1
1412,./28_01_SH_0051.JPG,28_01_SH_0051.JPG,869 kB,BTC5HDP,9/25/19 15:13,2000x1111,42.0 mm,Jan-52,2.4,100,Unknown (288),"Auto, Did not fire",46,4,1
1841,./02_07_SH_000019.JPG,02_07_SH_000019.JPG,714 kB,,9/25/19 18:49,2000x1500,,0,2.8,100,,No Flash,47,4,1
2115,./02_07_SH_000020.JPG,02_07_SH_000020.JPG,870 kB,,9/25/19 18:49,2000x1500,,0,2.8,100,,No Flash,47,4,1
2123,./02_07_SH_000021.JPG,02_07_SH_000021.JPG,871 kB,,9/25/19 18:49,2000x1500,,0,2.8,100,,No Flash,47,4,1
55,./30_17_DON_0028.JPG,30_17_DON_0028.JPG,869 kB,BTC5HDP,9/26/19 0:22,2000x1111,42.0 mm,20-Jan,2.4,200,Unknown (288),"Auto, Fired",48,4,1
57,./30_17_DON_0029.JPG,30_17_DON_0029.JPG,774 kB,BTC5HDP,9/26/19 0:22,2000x1111,42.0 mm,20-Jan,2.4,200,Unknown (288),"Auto, Fired",48,4,1
59,./30_17_DON_0030.JPG,30_17_DON_0030.JPG,783 kB,BTC5HDP,9/26/19 0:22,2000x1111,42.0 mm,20-Jan,2.4,200,Unknown (288),"Auto, Fired",48,4,1
1416,./28_01_SH_0052.JPG,28_01_SH_0052.JPG,874 kB,BTC5HDP,9/26/19 13:26,2000x1111,42.0 mm,Jan-40,2.4,200,Unknown (288),"Auto, Did not fire",49,4,1
1420,./28_01_SH_0053.JPG,28_01_SH_0053.JPG,874 kB,BTC5HDP,9/26/19 13:26,2000x1111,42.0 mm,Jan-40,2.4,200,Unknown (288),"Auto, Did not fire",49,4,1
